Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz Ehot Ew Pe Ppar E Pmin Pmax
  60000  0.00000E+00  0.00000E+000  3.46965E-019  5.83511E-015 -5.74685E-015 -4.26389E-015  6.39294E-006 -1.80552E-004  1.78479E-003  2.81552E-007  1.50679E-006  2.60861E-006  2.51913E-006  7.32868E-006  1.72450E-008  1.35319E+000
  60100  0.00000E+00  0.00000E+000  3.46965E-019  5.81555E-015 -5.69697E-015 -4.27199E-015  6.59197E-006 -1.80345E-004  1.78489E-003  2.81731E-007  1.50599E-006  2.60877E-006  2.51982E-006  7.33028E-006  1.72465E-008  1.35319E+000
  60200  0.00000E+00  0.00000E+000  3.46965E-019  5.76310E-015 -5.64675E-015 -4.29295E-015  6.87712E-006 -1.81454E-004  1.78484E-003  2.81775E-007  1.50602E-006  2.60872E-006  2.51993E-006  7.33358E-006  1.72402E-008  1.35319E+000
  60300  0.00000E+00  0.00000E+000  3.46963E-019  5.73649E-015 -5.64084E-015 -4.29358E-015  7.42005E-006 -1.82854E-004  1.78515E-003  2.81631E-007  1.50590E-006  2.60854E-006  2.51985E-006  7.33487E-006  1.72425E-008  1.35319E+000
  60400  0.00000E+00  0.00000E+000  3.46960E-019  5.73117E-015 -5.58353E-015 -4.27464E-015  7.89115E-006 -1.83342E-004  1.78494E-003  2.81459E-007  1.50574E-006  2.60837E-006  2.51974E-006  7.33439E-006  1.71949E-008  1.35319E+000
  60500  0.00000E+00  0.00000E+000  3.46958E-019  5.75143E-015 -5.58735E-015 -4.26958E-015  8.04633E-006 -1.82770E-004  1.78491E-003  2.81321E-007  1.50560E-006  2.60826E-006  2.51972E-006  7.33392E-006  1.71914E-008  1.35319E+000
  60600  0.00000E+00  0.00000E+000  3.46956E-019  5.76921E-015 -5.61157E-015 -4.27331E-015  8.04285E-006 -1.82681E-004  1.78448E-003  2.81215E-007  1.50544E-006  2.60818E-006  2.51975E-006  7.33344E-006  1.72112E-008  1.35320E+000
  60700  0.00000E+00  0.00000E+000  3.46955E-019  5.77593E-015 -5.62878E-015 -4.27403E-015  7.89337E-006 -1.82713E-004  1.78421E-003  2.81143E-007  1.50530E-006  2.60813E-006  2.51982E-006  7.33321E-006  1.72250E-008  1.35320E+000
  60800  0.00000E+00  0.00000E+000  3.46954E-019  5.77596E-015 -5.64114E-015 -4.27410E-015  7.77814E-006 -1.82818E-004  1.78421E-003  2.81085E-007  1.50517E-006  2.60810E-006  2.51989E-006  7.33311E-006  1.72323E-008  1.35320E+000
  60900  0.00000E+00  0.00000E+000  3.46952E-019  5.77941E-015 -5.65241E-015 -4.27306E-015  7.76010E-006 -1.82923E-004  1.78423E-003  2.81017E-007  1.50502E-006  2.60808E-006  2.51997E-006  7.33286E-006  1.72354E-008  1.35320E+000
  61000  0.00000E+00  0.00000E+000  3.46951E-019  5.78929E-015 -5.66483E-015 -4.27381E-015  7.82351E-006 -1.83002E-004  1.78403E-003  2.80940E-007  1.50487E-006  2.60805E-006  2.52003E-006  7.33238E-006  1.72382E-008  1.35320E+000
  61100  0.00000E+00  0.00000E+000  3.46950E-019  5.80225E-015 -5.67760E-015 -4.27447E-015  7.95462E-006 -1.83126E-004  1.78361E-003  2.80867E-007  1.50471E-006  2.60804E-006  2.52011E-006  7.33180E-006  1.72421E-008  1.35321E+000
  61200  0.00000E+00  0.00000E+000  3.46949E-019  5.81453E-015 -5.68948E-015 -4.27415E-015  8.12808E-006 -1.83292E-004  1.78304E-003  2.80807E-007  1.50458E-006  2.60804E-006  2.52018E-006  7.33121E-006  1.72417E-008  1.35321E+000
  61300  0.00000E+00  0.00000E+000  3.46948E-019  5.82413E-015 -5.70059E-015 -4.27317E-015  8.30308E-006 -1.83454E-004  1.78244E-003  2.80765E-007  1.50448E-006  2.60806E-006  2.52026E-006  7.33074E-006  1.72421E-008  1.35321E+000
  61400  0.00000E+00  0.00000E+000  3.46948E-019  5.83084E-015 -5.70996E-015 -4.27178E-015  8.45644E-006 -1.83613E-004  1.78189E-003  2.80741E-007  1.50441E-006  2.60809E-006  2.52032E-006  7.33041E-006  1.72438E-008  1.35321E+000
  61500  0.00000E+00  0.00000E+000  3.46948E-019  5.83549E-015 -5.71823E-015 -4.27014E-015  8.59256E-006 -1.83772E-004  1.78142E-003  2.80732E-007  1.50437E-006  2.60812E-006  2.52038E-006  7.33023E-006  1.72471E-008  1.35321E+000
  61600  0.00000E+00  0.00000E+000  3.46948E-019  5.83763E-015 -5.72524E-015 -4.26803E-015  8.72473E-006 -1.83935E-004  1.78105E-003  2.80736E-007  1.50436E-006  2.60817E-006  2.52043E-006  7.33021E-006  1.72474E-008  1.35321E+000
  61700  0.00000E+00  0.00000E+000  3.46948E-019  5.83773E-015 -5.73128E-015 -4.26544E-015  8.84959E-006 -1.84077E-004  1.78079E-003  2.80750E-007  1.50437E-006  2.60821E-006  2.52047E-006  7.33033E-006  1.72494E-008  1.35321E+000
  61800  0.00000E+00  0.00000E+000  3.46948E-019  5.83645E-015 -5.73658E-015 -4.26281E-015  8.97056E-006 -1.84206E-004  1.78063E-003  2.80771E-007  1.50441E-006  2.60826E-006  2.52051E-006  7.33056E-006  1.72507E-008  1.35321E+000
  61900  0.00000E+00  0.00000E+000  3.46949E-019  5.83421E-015 -5.74121E-015 -4.25990E-015  9.09747E-006 -1.84332E-004  1.78057E-003  2.80797E-007  1.50446E-006  2.60830E-006  2.52053E-006  7.33091E-006  1.72521E-008  1.35321E+000
  62000  0.00000E+00  0.00000E+000  3.46949E-019  5.83103E-015 -5.74524E-015 -4.25701E-015  9.22622E-006 -1.84449E-004  1.78060E-003  2.80823E-007  1.50452E-006  2.60834E-006  2.52055E-006  7.33134E-006  1.72533E-008  1.35321E+000
  62100  0.00000E+00  0.00000E+000  3.46949E-019  5.82772E-015 -5.74870E-015 -4.25410E-015  9.35841E-006 -1.84553E-004  1.78070E-003  2.80848E-007  1.50459E-006  2.60837E-006  2.52056E-006  7.33182E-006  1.72542E-008  1.35322E+000
  62200  0.00000E+00  0.00000E+000  3.46950E-019  5.82495E-015 -5.75172E-015 -4.25125E-015  9.49833E-006 -1.84649E-004  1.78085E-003  2.80868E-007  1.50466E-006  2.60839E-006  2.52056E-006  7.33232E-006  1.72553E-008  1.35322E+000
  62300  0.00000E+00  0.00000E+000  3.46950E-019  5.82266E-015 -5.75416E-015 -4.24847E-015  9.64143E-006 -1.84742E-004  1.78103E-003  2.80884E-007  1.50473E-006  2.60840E-006  2.52056E-006  7.33284E-006  1.72560E-008  1.35322E+000
  62400  0.00000E+00  0.00000E+000  3.46950E-019  5.82108E-015 -5.75589E-015 -4.24587E-015  9.79055E-006 -1.84825E-004  1.78124E-003  2.80893E-007  1.50480E-006  2.60840E-006  2.52056E-006  7.33335E-006  1.72565E-008  1.35322E+000
  62500  0.00000E+00  0.00000E+000  3.46950E-019  5.82052E-015 -5.75711E-015 -4.24334E-015  9.94254E-006 -1.84900E-004  1.78144E-003  2.80897E-007  1.50486E-006  2.60840E-006  2.52055E-006  7.33384E-006  1.72573E-008  1.35322E+000
  62600  0.00000E+00  0.00000E+000  3.46950E-019  5.82071E-015 -5.75784E-015 -4.24093E-015  1.00931E-005 -1.84965E-004  1.78164E-003  2.80896E-007  1.50492E-006  2.60839E-006  2.52054E-006  7.33431E-006  1.72577E-008  1.35322E+000
  62700  0.00000E+00  0.00000E+000  3.46950E-019  5.82157E-015 -5.75838E-015 -4.23864E-015  1.02421E-005 -1.85022E-004  1.78184E-003  2.80889E-007  1.50497E-006  2.60837E-006  2.52053E-006  7.33475E-006  1.72581E-008  1.35322E+000
  62800  0.00000E+00  0.00000E+000  3.46949E-019  5.82312E-015 -5.75883E-015 -4.23642E-015  1.03883E-005 -1.85074E-004  1.78201E-003  2.80879E-007  1.50501E-006  2.60835E-006  2.52052E-006  7.33516E-006  1.72588E-008  1.35323E+000
  62900  0.00000E+00  0.00000E+000  3.46949E-019  5.82476E-015 -5.75921E-015 -4.23414E-015  1.05313E-005 -1.85121E-004  1.78217E-003  2.80867E-007  1.50506E-006  2.60833E-006  2.52051E-006  7.33555E-006  1.72595E-008  1.35323E+000
  63000  0.00000E+00  0.00000E+000  3.46949E-019  5.82648E-015 -5.75949E-015 -4.23194E-015  1.06717E-005 -1.85165E-004  1.78233E-003  2.80853E-007  1.50509E-006  2.60831E-006  2.52050E-006  7.33593E-006  1.72602E-008  1.35323E+000
  63100  0.00000E+00  0.00000E+000  3.46948E-019  5.82834E-015 -5.75968E-015 -4.22975E-015  1.08087E-005 -1.85203E-004  1.78249E-003  2.80837E-007  1.50513E-006  2.60828E-006  2.52050E-006  7.33629E-006  1.72611E-008  1.35323E+000
  63200  0.00000E+00  0.00000E+000  3.46948E-019  5.83040E-015 -5.75997E-015 -4.22760E-015  1.09421E-005 -1.85237E-004  1.78263E-003  2.80820E-007  1.50516E-006  2.60825E-006  2.52049E-006  7.33663E-006  1.72621E-008  1.35323E+000
  63300  0.00000E+00  0.00000E+000  3.46947E-019  5.83267E-015 -5.76040E-015 -4.22555E-015  1.10708E-005 -1.85269E-004  1.78276E-003  2.80802E-007  1.50519E-006  2.60822E-006  2.52048E-006  7.33695E-006  1.72632E-008  1.35323E+000
  63400  0.00000E+00  0.00000E+000  3.46947E-019  5.83502E-015 -5.76095E-015 -4.22353E-015  1.11942E-005 -1.85300E-004  1.78288E-003  2.80782E-007  1.50521E-006  2.60819E-006  2.52048E-006  7.33726E-006  1.72643E-008  1.35323E+000
  63500  0.00000E+00  0.00000E+000  3.46947E-019  5.83725E-015 -5.76159E-015 -4.22146E-015  1.13137E-005 -1.85330E-004  1.78299E-003  2.80763E-007  1.50524E-006  2.60817E-006  2.52047E-006  7.33756E-006  1.72656E-008  1.35323E+000
  63600  0.00000E+00  0.00000E+000  3.46946E-019  5.83942E-015 -5.76240E-015 -4.21939E-015  1.14300E-005 -1.85358E-004  1.78310E-003  2.80744E-007  1.50526E-006  2.60814E-006  2.52047E-006  7.33786E-006  1.72669E-008  1.35323E+000
  63700  0.00000E+00  0.00000E+000  3.46946E-019  5.84160E-015 -5.76343E-015 -4.21740E-015  1.15430E-005 -1.85387E-004  1.78319E-003  2.80724E-007  1.50528E-006  2.60811E-006  2.52046E-006  7.33815E-006  1.72683E-008  1.35324E+000
  63800  0.00000E+00  0.00000E+000  3.46945E-019  5.84340E-015 -5.76454E-015 -4.21532E-015  1.16517E-005 -1.85417E-004  1.78329E-003  2.80707E-007  1.50531E-006  2.60808E-006  2.52046E-006  7.33844E-006  1.72698E-008  1.35324E+000
  63900  0.00000E+00  0.00000E+000  3.46945E-019  5.84501E-015 -5.76572E-015 -4.21322E-015  1.17594E-005 -1.85447E-004  1.78339E-003  2.80689E-007  1.50533E-006  2.60805E-006  2.52046E-006  7.33874E-006  1.72713E-008  1.35324E+000
  64000  0.00000E+00  0.00000E+000  3.46944E-019  5.84681E-015 -5.76695E-015 -4.21122E-015  1.18651E-005 -1.85476E-004  1.78350E-003  2.80671E-007  1.50535E-006  2.60802E-006  2.52045E-006  7.33902E-006  1.72728E-008  1.35324E+000
  64100  0.00000E+00  0.00000E+000  3.46944E-019  5.84872E-015 -5.76829E-015 -4.20920E-015  1.19678E-005 -1.85504E-004  1.78359E-003  2.80652E-007  1.50537E-006  2.60800E-006  2.52045E-006  7.33930E-006  1.72743E-008  1.35324E+000
  64200  0.00000E+00  0.00000E+000  3.46943E-019  5.85033E-015 -5.76972E-015 -4.20713E-015  1.20675E-005 -1.85532E-004  1.78368E-003  2.80634E-007  1.50539E-006  2.60797E-006  2.52045E-006  7.33958E-006  1.72758E-008  1.35324E+000
  64300  0.00000E+00  0.00000E+000  3.46943E-019  5.85178E-015 -5.77123E-015 -4.20506E-015  1.21666E-005 -1.85560E-004  1.78377E-003  2.80617E-007  1.50541E-006  2.60794E-006  2.52045E-006  7.33986E-006  1.72772E-008  1.35324E+000
  64400  0.00000E+00  0.00000E+000  3.46943E-019  5.85327E-015 -5.77272E-015 -4.20300E-015  1.22643E-005 -1.85589E-004  1.78387E-003  2.80598E-007  1.50542E-006  2.60792E-006  2.52045E-006  7.34014E-006  1.72786E-008  1.35324E+000
  64500  0.00000E+00  0.00000E+000  3.46942E-019  5.85498E-015 -5.77423E-015 -4.20096E-015  1.23603E-005 -1.85617E-004  1.78396E-003  2.80580E-007  1.50544E-006  2.60789E-006  2.52045E-006  7.34041E-006  1.72800E-008  1.35324E+000
  64600  0.00000E+00  0.00000E+000  3.46942E-019  5.85690E-015 -5.77575E-015 -4.19898E-015  1.24525E-005 -1.85644E-004  1.78405E-003  2.80561E-007  1.50545E-006  2.60786E-006  2.52045E-006  7.34066E-006  1.72813E-008  1.35325E+000
  64700  0.00000E+00  0.00000E+000  3.46941E-019  5.85866E-015 -5.77724E-015 -4.19701E-015  1.25409E-005 -1.85671E-004  1.78413E-003  2.80542E-007  1.50546E-006  2.60783E-006  2.52045E-006  7.34091E-006  1.72825E-008  1.35325E+000
  64800  0.00000E+00  0.00000E+000  3.46941E-019  5.86021E-015 -5.77869E-015 -4.19500E-015  1.26303E-005 -1.85696E-004  1.78421E-003  2.80523E-007  1.50548E-006  2.60781E-006  2.52045E-006  7.34117E-006  1.72838E-008  1.35325E+000
  64900  0.00000E+00  0.00000E+000  3.46940E-019  5.86178E-015 -5.78019E-015 -4.19300E-015  1.27198E-005 -1.85719E-004  1.78429E-003  2.80504E-007  1.50549E-006  2.60778E-006  2.52045E-006  7.34142E-006  1.72849E-008  1.35325E+000
  65000  0.00000E+00  0.00000E+000  3.46940E-019  5.86349E-015 -5.78176E-015 -4.19103E-015  1.28071E-005 -1.85741E-004  1.78437E-003  2.80484E-007  1.50549E-006  2.60775E-006  2.52045E-006  7.34166E-006  1.72861E-008  1.35325E+000
  65100  0.00000E+00  0.00000E+000  3.46939E-019  5.86537E-015 -5.78331E-015 -4.18908E-015  1.28912E-005 -1.85764E-004  1.78444E-003  2.80464E-007  1.50550E-006  2.60773E-006  2.52046E-006  7.34189E-006  1.72873E-008  1.35325E+000
  65200  0.00000E+00  0.00000E+000  3.46939E-019  5.86717E-015 -5.78482E-015 -4.18713E-015  1.29722E-005 -1.85786E-004  1.78451E-003  2.80445E-007  1.50551E-006  2.60770E-006  2.52046E-006  7.34213E-006  1.72884E-008  1.35325E+000
  65300  0.00000E+00  0.00000E+000  3.46938E-019  5.86882E-015 -5.78632E-015 -4.18519E-015  1.30512E-005 -1.85806E-004  1.78457E-003  2.80426E-007  1.50552E-006  2.60768E-006  2.52046E-006  7.34236E-006  1.72895E-008  1.35325E+000
  65400  0.00000E+00  0.00000E+000  3.46938E-019  5.87048E-015 -5.78785E-015 -4.18325E-015  1.31291E-005 -1.85825E-004  1.78464E-003  2.80406E-007  1.50553E-006  2.60765E-006  2.52047E-006  7.34259E-006  1.72907E-008  1.35325E+000
  65500  0.00000E+00  0.00000E+000  3.46937E-019  5.87222E-015 -5.78947E-015 -4.18132E-015  1.32058E-005 -1.85845E-004  1.78471E-003  2.80387E-007  1.50553E-006  2.60763E-006  2.52047E-006  7.34281E-006  1.72919E-008  1.35326E+000
  65600  0.00000E+00  0.00000E+000  3.46937E-019  5.87389E-015 -5.79113E-015 -4.17942E-015  1.32806E-005 -1.85865E-004  1.78476E-003  2.80368E-007  1.50554E-006  2.60761E-006  2.52048E-006  7.34304E-006  1.72930E-008  1.35326E+000
  65700  0.00000E+00  0.00000E+000  3.46936E-019  5.87550E-015 -5.79283E-015 -4.17752E-015  1.33540E-005 -1.85886E-004  1.78482E-003  2.80349E-007  1.50555E-006  2.60758E-006  2.52048E-006  7.34326E-006  1.72942E-008  1.35326E+000
  65800  0.00000E+00  0.00000E+000  3.46936E-019  5.87704E-015 -5.79452E-015 -4.17559E-015  1.34259E-005 -1.85908E-004  1.78488E-003  2.80331E-007  1.50556E-006  2.60756E-006  2.52048E-006  7.34349E-006  1.72954E-008  1.35326E+000
  65900  0.00000E+00  0.00000E+000  3.46935E-019  5.87851E-015 -5.79616E-015 -4.17366E-015  1.34970E-005 -1.85929E-004  1.78494E-003  2.80313E-007  1.50556E-006  2.60754E-006  2.52049E-006  7.34371E-006  1.72965E-008  1.35326E+000
  66000  0.00000E+00  0.00000E+000  3.46935E-019  5.88000E-015 -5.79779E-015 -4.17176E-015  1.35668E-005 -1.85950E-004  1.78501E-003  2.80296E-007  1.50557E-006  2.60752E-006  2.52049E-006  7.34394E-006  1.72976E-008  1.35326E+000
  66100  0.00000E+00  0.00000E+000  3.46935E-019  5.88145E-015 -5.79941E-015 -4.16983E-015  1.36360E-005 -1.85971E-004  1.78507E-003  2.80278E-007  1.50558E-006  2.60749E-006  2.52050E-006  7.34416E-006  1.72988E-008  1.35326E+000
  66200  0.00000E+00  0.00000E+000  3.46934E-019  5.88288E-015 -5.80101E-015 -4.16789E-015  1.37047E-005 -1.85991E-004  1.78513E-003  2.80261E-007  1.50558E-006  2.60747E-006  2.52051E-006  7.34438E-006  1.72999E-008  1.35326E+000
  66300  0.00000E+00  0.00000E+000  3.46934E-019  5.88432E-015 -5.80259E-015 -4.16597E-015  1.37726E-005 -1.86011E-004  1.78520E-003  2.80243E-007  1.50559E-006  2.60745E-006  2.52051E-006  7.34461E-006  1.73011E-008  1.35326E+000
  66400  0.00000E+00  0.00000E+000  3.46933E-019  5.88570E-015 -5.80414E-015 -4.16405E-015  1.38395E-005 -1.86031E-004  1.78526E-003  2.80226E-007  1.50560E-006  2.60743E-006  2.52052E-006  7.34483E-006  1.73024E-008  1.35327E+000
  66500  0.00000E+00  0.00000E+000  3.46933E-019  5.88702E-015 -5.80567E-015 -4.16213E-015  1.39057E-005 -1.86050E-004  1.78532E-003  2.80209E-007  1.50560E-006  2.60741E-006  2.52052E-006  7.34505E-006  1.73036E-008  1.35327E+000
  66600  0.00000E+00  0.00000E+000  3.46932E-019  5.88836E-015 -5.80722E-015 -4.16022E-015  1.39710E-005 -1.86069E-004  1.78539E-003  2.80191E-007  1.50561E-006  2.60739E-006  2.52053E-006  7.34527E-006  1.73048E-008  1.35327E+000
  66700  0.00000E+00  0.00000E+000  3.46932E-019  5.88970E-015 -5.80875E-015 -4.15831E-015  1.40360E-005 -1.86089E-004  1.78545E-003  2.80174E-007  1.50562E-006  2.60737E-006  2.52054E-006  7.34549E-006  1.73059E-008  1.35327E+000
  66800  0.00000E+00  0.00000E+000  3.46931E-019  5.89109E-015 -5.81027E-015 -4.15642E-015  1.40997E-005 -1.86107E-004  1.78551E-003  2.80156E-007  1.50562E-006  2.60735E-006  2.52054E-006  7.34570E-006  1.73071E-008  1.35327E+000
  66900  0.00000E+00  0.00000E+000  3.46931E-019  5.89251E-015 -5.81178E-015 -4.15455E-015  1.41628E-005 -1.86126E-004  1.78557E-003  2.80139E-007  1.50563E-006  2.60732E-006  2.52055E-006  7.34591E-006  1.73082E-008  1.35327E+000
  67000  0.00000E+00  0.00000E+000  3.46931E-019  5.89394E-015 -5.81327E-015 -4.15270E-015  1.42249E-005 -1.86145E-004  1.78563E-003  2.80121E-007  1.50563E-006  2.60730E-006  2.52055E-006  7.34612E-006  1.73092E-008  1.35327E+000
  67100  0.00000E+00  0.00000E+000  3.46930E-019  5.89537E-015 -5.81474E-015 -4.15083E-015  1.42854E-005 -1.86163E-004  1.78569E-003  2.80104E-007  1.50564E-006  2.60728E-006  2.52056E-006  7.34633E-006  1.73103E-008  1.35327E+000
  67200  0.00000E+00  0.00000E+000  3.46930E-019  5.89672E-015 -5.81621E-015 -4.14897E-015  1.43443E-005 -1.86182E-004  1.78575E-003  2.80087E-007  1.50564E-006  2.60727E-006  2.52057E-006  7.34654E-006  1.73113E-008  1.35327E+000
  67300  0.00000E+00  0.00000E+000  3.46929E-019  5.89803E-015 -5.81764E-015 -4.14710E-015  1.44022E-005 -1.86200E-004  1.78581E-003  2.80071E-007  1.50564E-006  2.60725E-006  2.52058E-006  7.34675E-006  1.73124E-008  1.35328E+000
  67400  0.00000E+00  0.00000E+000  3.46929E-019  5.89939E-015 -5.81906E-015 -4.14523E-015  1.44592E-005 -1.86219E-004  1.78587E-003  2.80054E-007  1.50565E-006  2.60723E-006  2.52058E-006  7.34695E-006  1.73135E-008  1.35328E+000
  67500  0.00000E+00  0.00000E+000  3.46928E-019  5.90078E-015 -5.82051E-015 -4.14336E-015  1.45146E-005 -1.86238E-004  1.78593E-003  2.80037E-007  1.50565E-006  2.60721E-006  2.52059E-006  7.34715E-006  1.73145E-008  1.35328E+000
  67600  0.00000E+00  0.00000E+000  3.46928E-019  5.90216E-015 -5.82197E-015 -4.14150E-015  1.45692E-005 -1.86258E-004  1.78599E-003  2.80020E-007  1.50566E-006  2.60719E-006  2.52060E-006  7.34735E-006  1.73156E-008  1.35328E+000
  67700  0.00000E+00  0.00000E+000  3.46928E-019  5.90354E-015 -5.82343E-015 -4.13964E-015  1.46232E-005 -1.86279E-004  1.78604E-003  2.80003E-007  1.50566E-006  2.60717E-006  2.52060E-006  7.34755E-006  1.73166E-008  1.35328E+000
  67800  0.00000E+00  0.00000E+000  3.46927E-019  5.90495E-015 -5.82489E-015 -4.13779E-015  1.46758E-005 -1.86299E-004  1.78610E-003  2.79986E-007  1.50566E-006  2.60715E-006  2.52061E-006  7.34775E-006  1.73177E-008  1.35328E+000
  67900  0.00000E+00  0.00000E+000  3.46927E-019  5.90636E-015 -5.82638E-015 -4.13595E-015  1.47265E-005 -1.86320E-004  1.78615E-003  2.79969E-007  1.50566E-006  2.60713E-006  2.52062E-006  7.34794E-006  1.73187E-008  1.35328E+000
  68000  0.00000E+00  0.00000E+000  3.46926E-019  5.90774E-015 -5.82782E-015 -4.13410E-015  1.47758E-005 -1.86341E-004  1.78621E-003  2.79952E-007  1.50567E-006  2.60712E-006  2.52063E-006  7.34813E-006  1.73197E-008  1.35328E+000
  68100  0.00000E+00  0.00000E+000  3.46926E-019  5.90909E-015 -5.82927E-015 -4.13224E-015  1.48240E-005 -1.86361E-004  1.78626E-003  2.79936E-007  1.50567E-006  2.60710E-006  2.52064E-006  7.34832E-006  1.73207E-008  1.35328E+000
  68200  0.00000E+00  0.00000E+000  3.46926E-019  5.91044E-015 -5.83078E-015 -4.13041E-015  1.48711E-005 -1.86381E-004  1.78631E-003  2.79919E-007  1.50567E-006  2.60708E-006  2.52064E-006  7.34852E-006  1.73217E-008  1.35328E+000
  68300  0.00000E+00  0.00000E+000  3.46925E-019  5.91179E-015 -5.83233E-015 -4.12860E-015  1.49171E-005 -1.86401E-004  1.78637E-003  2.79903E-007  1.50567E-006  2.60706E-006  2.52065E-006  7.34871E-006  1.73227E-008  1.35329E+000
  68400  0.00000E+00  0.00000E+000  3.46925E-019  5.91313E-015 -5.83391E-015 -4.12679E-015  1.49626E-005 -1.86422E-004  1.78642E-003  2.79887E-007  1.50568E-006  2.60705E-006  2.52066E-006  7.34890E-006  1.73238E-008  1.35329E+000
  68500  0.00000E+00  0.00000E+000  3.46924E-019  5.91445E-015 -5.83554E-015 -4.12498E-015  1.50076E-005 -1.86442E-004  1.78647E-003  2.79871E-007  1.50568E-006  2.60703E-006  2.52067E-006  7.34909E-006  1.73247E-008  1.35329E+000
  68600  0.00000E+00  0.00000E+000  3.46924E-019  5.91573E-015 -5.83720E-015 -4.12317E-015  1.50523E-005 -1.86464E-004  1.78653E-003  2.79856E-007  1.50568E-006  2.60702E-006  2.52068E-006  7.34928E-006  1.73257E-008  1.35329E+000
  68700  0.00000E+00  0.00000E+000  3.46924E-019  5.91696E-015 -5.83885E-015 -4.12136E-015  1.50964E-005 -1.86485E-004  1.78658E-003  2.79840E-007  1.50569E-006  2.60700E-006  2.52069E-006  7.34947E-006  1.73267E-008  1.35329E+000
  68800  0.00000E+00  0.00000E+000  3.46923E-019  5.91815E-015 -5.84053E-015 -4.11956E-015  1.51403E-005 -1.86507E-004  1.78664E-003  2.79825E-007  1.50569E-006  2.60698E-006  2.52069E-006  7.34966E-006  1.73276E-008  1.35329E+000
  68900  0.00000E+00  0.00000E+000  3.46923E-019  5.91936E-015 -5.84219E-015 -4.11776E-015  1.51837E-005 -1.86529E-004  1.78669E-003  2.79809E-007  1.50569E-006  2.60697E-006  2.52070E-006  7.34984E-006  1.73286E-008  1.35329E+000
  69000  0.00000E+00  0.00000E+000  3.46922E-019  5.92057E-015 -5.84384E-015 -4.11597E-015  1.52267E-005 -1.86550E-004  1.78674E-003  2.79794E-007  1.50569E-006  2.60695E-006  2.52071E-006  7.35003E-006  1.73297E-008  1.35329E+000
  69100  0.00000E+00  0.00000E+000  3.46922E-019  5.92180E-015 -5.84549E-015 -4.11418E-015  1.52689E-005 -1.86571E-004  1.78680E-003  2.79778E-007  1.50569E-006  2.60694E-006  2.52072E-006  7.35022E-006  1.73307E-008  1.35329E+000
  69200  0.00000E+00  0.00000E+000  3.46922E-019  5.92303E-015 -5.84714E-015 -4.11240E-015  1.53110E-005 -1.86592E-004  1.78685E-003  2.79763E-007  1.50570E-006  2.60692E-006  2.52073E-006  7.35040E-006  1.73318E-008  1.35330E+000
  69300  0.00000E+00  0.00000E+000  3.46921E-019  5.92429E-015 -5.84880E-015 -4.11063E-015  1.53528E-005 -1.86612E-004  1.78690E-003  2.79748E-007  1.50570E-006  2.60691E-006  2.52074E-006  7.35058E-006  1.73329E-008  1.35330E+000
  69400  0.00000E+00  0.00000E+000  3.46921E-019  5.92552E-015 -5.85046E-015 -4.10885E-015  1.53943E-005 -1.86633E-004  1.78695E-003  2.79732E-007  1.50570E-006  2.60689E-006  2.52075E-006  7.35076E-006  1.73340E-008  1.35330E+000
  69500  0.00000E+00  0.00000E+000  3.46920E-019  5.92669E-015 -5.85210E-015 -4.10707E-015  1.54357E-005 -1.86654E-004  1.78700E-003  2.79717E-007  1.50570E-006  2.60688E-006  2.52076E-006  7.35094E-006  1.73351E-008  1.35330E+000
  69600  0.00000E+00  0.00000E+000  3.46920E-019  5.92784E-015 -5.85372E-015 -4.10528E-015  1.54773E-005 -1.86675E-004  1.78705E-003  2.79702E-007  1.50570E-006  2.60686E-006  2.52077E-006  7.35112E-006  1.73361E-008  1.35330E+000
  69700  0.00000E+00  0.00000E+000  3.46920E-019  5.92897E-015 -5.85535E-015 -4.10348E-015  1.55187E-005 -1.86695E-004  1.78710E-003  2.79687E-007  1.50571E-006  2.60685E-006  2.52078E-006  7.35130E-006  1.73371E-008  1.35330E+000
  69800  0.00000E+00  0.00000E+000  3.46919E-019  5.93006E-015 -5.85700E-015 -4.10169E-015  1.55595E-005 -1.86716E-004  1.78716E-003  2.79673E-007  1.50571E-006  2.60684E-006  2.52079E-006  7.35149E-006  1.73382E-008  1.35330E+000
  69900  0.00000E+00  0.00000E+000  3.46919E-019  5.93111E-015 -5.85860E-015 -4.09989E-015  1.56002E-005 -1.86737E-004  1.78721E-003  2.79658E-007  1.50571E-006  2.60682E-006  2.52080E-006  7.35167E-006  1.73392E-008  1.35330E+000
  70000  0.00000E+00  0.00000E+000  3.46919E-019  5.93216E-015 -5.86016E-015 -4.09807E-015  1.56407E-005 -1.86756E-004  1.78726E-003  2.79644E-007  1.50571E-006  2.60681E-006  2.52081E-006  7.35185E-006  1.73401E-008  1.35330E+000
  70100  0.00000E+00  0.00000E+000  3.46921E-019  5.89833E-015 -5.77165E-015 -4.09025E-015  1.57192E-005 -1.86761E-004  1.78720E-003  2.79829E-007  1.50581E-006  2.60698E-006  2.52098E-006  7.34893E-006  1.71147E-008  1.35330E+000
  70200  0.00000E+00  0.00000E+000  3.46927E-019  5.91288E-015 -5.83547E-015 -4.09485E-015  1.55465E-005 -1.87306E-004  1.78829E-003  2.80285E-007  1.50598E-006  2.60731E-006  2.52126E-006  7.35005E-006  1.74173E-008  1.35330E+000
