Column1,BrMin,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StocasticExponent,rMin_AWSoMR,rMinWaveReflection,realization,pfss,UseSurfaceWaveRefl,rmse_Np,shift,Tmin,Tmax
17,6.417175788,0.736070022,1.072642948e6,221067.4031,0.154813188,1.053809631,1.102084033,0.181818182,1,2,6.115411068943128,-1,0.2,0.8
18,0.41652814,2.137136572,390548.7908,79522.16752,0.24535876,1.131305614,1.159170086,0.454545455,1,1,4.7077011491915695,-44,0.2,0.8
19,9.23930577,1.307543416,450208.5302,126236.9991,0.191910071,1.061300727,1.109828719,0.272727273,1,1,6.311850582869253,-37,0.2,0.8
20,2.449372543,1.051005982,583394.1195,43160.95199,0.265144296,1.115883833,1.135841462,0.363636364,1,2,5.0575386135938825,-22,0.2,0.8
21,7.886477001,1.188782192,596044.7455,211937.2769,0.339821399,1.059579922,1.110978385,0.454545455,1,1,5.88520191093874,-29,0.2,0.8
22,1.087390904,0.89869488,462564.6615,295539.5171,0.143014446,1.099869206,1.100655012,0.454545455,1,2,6.1106430369759535,-2,0.2,0.8
23,9.920830529,2.271748728,377900.3605,179824.1669,0.299588593,1.125541041,1.135981781,0.636363636,1,2,8.545667968183562,7,0.2,0.8
24,5.044858684,0.550009916,779931.6622,100230.7196,0.257210905,1.137016705,1.177377326,0.545454545,1,1,6.360876256920093,2,0.2,0.8
25,4.935757723,0.69865034,538828.4126,149443.6491,0.284117733,1.052794808,1.076321852,0.363636364,1,2,6.365673653462497,11,0.2,0.8
26,6.734691106,1.52435414,421318.1773,70101.39383,0.120898274,1.064121989,1.125089797,0.272727273,1,1,6.351740079196643,-38,0.2,0.8
27,8.932087456,1.024141434,1.006220945e6,241018.099,0.173317878,1.08619871,1.145543468,0.454545455,1,2,9.85991529957791,-21,0.2,0.8
28,2.901465974,1.781089588,331966.7041,118390.902,0.324354288,1.076188618,1.167012694,0.0,1,1,4.329058218696259,-25,0.2,0.8
29,2.133154818,1.341782468,735195.1085,198050.2632,0.246346564,1.102075102,1.105535361,0.0,1,1,9.507964995893829,-23,0.2,0.8
30,4.076198598,1.135526209,364735.979,236813.9022,0.275035316,1.144978463,1.186329001,0.363636364,1,2,5.349640201058546,-21,0.2,0.8
31,7.281993353,0.818014945,693867.2842,185379.7153,0.198066627,1.066701951,1.107566518,0.272727273,1,1,5.034608693613543,0,0.2,0.8
32,3.604155229,2.221656811,559000.3647,273211.716,0.236521725,1.056980634,1.06563358,0.363636364,1,2,14.962685250391225,12,0.2,0.8
33,5.564987028,1.899794953,476171.831,217588.089,0.163462483,1.1455486,1.188569905,0.090909091,1,1,6.669058398855605,-17,0.2,0.8
34,1.273333349,0.63596134,961240.761,74301.72422,0.312616511,1.067770985,1.187025169,0.363636364,1,2,6.182507426178951,-5,0.2,0.8
35,8.746327104,0.748751527,319922.136,57256.79543,0.221051483,1.131063303,1.170625626,1.0,1,2,6.93247245662368,-10,0.2,0.8
36,0.54037929,1.610316778,640218.6023,112868.5698,0.177995299,1.104723218,1.114252932,0.636363636,1,1,9.534329061407814,16,0.2,0.8
37,9.217850333,1.834354842,500663.843,92594.24753,0.259568531,1.134956231,1.138102027,0.727272727,1,2,10.142502337671223,12,0.2,0.8
38,2.698404007,0.97087398,837320.3754,199295.5683,0.11060499,1.050232254,1.12246801,0.0,1,1,5.664859196351072,-8,0.2,0.8
39,5.904351075,1.261095215,904101.2406,291306.4814,0.303793353,1.113258702,1.160144115,0.363636364,1,2,13.02629257736256,-18,0.2,0.8
40,2.257171555,2.691569515,432920.1482,144023.8076,0.212595868,1.096908418,1.126417023,0.454545455,1,1,9.804268690258672,18,0.2,0.8
41,8.007088313,0.600414681,946344.945,156293.7567,0.206577629,1.058742493,1.19178172,0.090909091,1,1,5.668507393428642,8,0.2,0.8
42,3.83134434,2.002839311,415865.8618,279316.557,0.295782926,1.060671459,1.081198624,0.0,1,2,6.221138340347928,-27,0.2,0.8
43,6.881043196,2.25466566,548987.3642,227383.6401,0.102795092,1.126058162,1.19908468,0.545454545,1,1,13.679793862246903,26,0.2,0.8
44,1.202661323,1.361028843,813795.6472,64785.94282,0.253282071,1.122742708,1.175563174,0.090909091,1,2,13.441132834173278,-22,0.2,0.8
45,9.722703991,1.678634673,726598.7046,119846.5399,0.184862219,1.087299766,1.164544246,0.090909091,1,1,32.39285773907122,0,0.2,0.8
46,3.360737755,0.91565448,610227.944,248243.1755,0.336242866,1.121497286,1.141738242,0.090909091,1,2,5.1526441079072125,3,0.2,0.8
47,5.16516549,1.171831407,331194.295,192063.2046,0.139202769,1.081135227,1.165667625,0.909090909,1,1,5.788098693924767,-38,0.2,0.8
48,8.346435204,2.594225484,474274.7137,82352.7925,0.320776143,1.065602238,1.129743935,0.727272727,1,2,19.53672275334429,27,0.2,0.8
49,6.619859582,1.07497457,871057.7564,297081.1646,0.242658985,1.080557487,1.112557561,0.636363636,1,1,9.079747817615946,-23,0.2,0.8
50,0.296889108,1.79775195,592116.0648,138529.1504,0.153732065,1.094767136,1.196655639,0.090909091,1,2,11.391053762263248,-30,0.2,0.8
51,8.816951427,1.507568053,654918.7213,50227.29303,0.280312621,1.116989569,1.166439347,0.0,1,1,15.759814919224539,8,0.2,0.8
52,2.012370969,0.715445113,384915.2237,102147.3433,0.117327852,1.116773458,1.198770698,0.454545455,1,2,6.775908563131018,-21,0.2,0.8
53,4.268545944,0.652628333,715139.9786,62865.13751,0.149532684,1.054531358,1.168356401,0.090909091,1,1,5.454467324560713,13,0.2,0.8
54,0.687644747,2.170811251,317600.8614,253271.823,0.167032319,1.053941753,1.065191852,0.545454545,1,2,4.343946068425588,-21,0.2,0.8
55,9.676204277,0.868720301,429016.5015,205583.7539,0.27861379,1.126262793,1.191368239,0.0,1,2,6.157865523879291,3,0.2,0.8
56,1.4659852,1.084812939,512398.9291,284439.4537,0.201878245,1.088407286,1.137170542,0.363636364,1,1,5.208101950817288,-16,0.2,0.8
57,8.553540825,1.244008539,768938.1966,235572.6258,0.11452726,1.082719365,1.116679216,0.181818182,1,1,8.24945322704153,-19,0.2,0.8
58,6.489968286,1.884763208,373326.9827,45231.86229,0.216407845,1.130485982,1.17077247,0.454545455,1,2,6.266616067079216,-37,0.2,0.8
59,0.343475244,0.9879696,1.089671064e6,187859.0141,0.307480876,1.059349951,1.137163852,0.363636364,1,1,13.423602708817533,3,0.2,0.8
60,2.501804465,1.559768464,486305.5579,160494.0888,0.224856535,1.099274682,1.167564435,0.727272727,1,2,5.902556539274481,-32,0.2,0.8
61,5.711870494,0.799292313,553522.8245,77460.8659,0.181565662,1.102769413,1.174392643,0.0,1,2,6.142119238892236,11,0.2,0.8
62,3.961442355,1.474975628,566269.6725,177679.3966,0.123351457,1.137227888,1.172221465,0.0,1,1,6.551398377204744,-24,0.2,0.8
63,7.162355513,0.613045782,498565.6505,261240.9047,0.290101761,1.06503903,1.105099006,0.181818182,1,1,6.5526589907296975,1,0.2,0.8
64,9.984451679,1.125466698,1.077020441e6,86253.20474,0.237549749,1.052602319,1.179847963,0.090909091,1,2,21.645457351208538,5,0.2,0.8
65,3.181802079,2.557282469,360579.465,214089.5617,0.148527614,1.075982805,1.094076017,1.0,1,1,6.426827748000431,-7,0.2,0.8
66,5.127984262,1.699703201,680811.8444,293469.8856,0.311807987,1.063184096,1.195492626,0.636363636,1,2,19.36719692941808,6,0.2,0.8
67,1.783538968,0.835474134,756582.0683,133440.4141,0.160551909,1.123452617,1.168051647,0.909090909,1,1,5.671366903350089,-11,0.2,0.8
68,8.236026093,0.952605767,524656.7419,116242.9859,0.13306086,1.077044258,1.162277427,0.0,1,2,5.455767111069458,-1,0.2,0.8
69,0.034959924,1.269888364,441764.1213,36859.06522,0.326337196,1.050425496,1.141713308,0.090909091,1,1,5.546618558080532,10,0.2,0.8
70,9.0152607,2.035440008,305340.8589,151601.0451,0.107881182,1.126764269,1.142561718,1.0,1,2,4.798146978233514,-2,0.2,0.8
71,2.818022796,0.770264799,1.032649857e6,275309.2572,0.258507321,1.054745514,1.153317178,0.272727273,1,1,6.48463057114405,-12,0.2,0.8
72,6.019088221,1.596203441,702491.6355,232316.1067,0.215539175,1.133500448,1.142096521,0.636363636,1,2,13.897080801449732,18,0.2,0.8
73,7.688696289,1.390074899,397559.7588,271071.83,0.187729328,1.112695065,1.117041775,0.0,1,2,4.392202239503236,-23,0.2,0.8
74,0.894489405,0.564010592,667268.7618,219678.2786,0.234754666,1.09750219,1.136606442,0.545454545,1,1,6.386244406470945,2,0.2,0.8
75,3.677833378,1.207197329,858316.9978,128884.6804,0.302277384,1.095574703,1.118830054,0.272727273,1,1,12.644813399727775,9,0.2,0.8
76,5.472039816,0.889789053,975291.6496,41092.11093,0.105558175,1.117698729,1.163407117,0.090909091,1,2,6.0418218255147815,11,0.2,0.8
77,1.36655288,1.645394578,461923.8187,183296.4286,0.254302161,1.107006415,1.18250397,0.909090909,1,1,6.0375019743758465,12,0.2,0.8
78,4.5084431,1.034351699,343545.1014,90457.41159,0.195832425,1.11922793,1.194556829,0.363636364,1,2,5.9971338981949,-22,0.2,0.8
79,6.302497224,1.324206256,622870.1932,146110.948,0.268831731,1.06895555,1.110097811,0.272727273,1,2,10.590284345753416,11,0.2,0.8
80,9.124931712,0.68536084,801543.9298,165004.4893,0.321632311,1.090963607,1.196312236,0.818181818,1,1,5.905399040459165,-7,0.2,0.8
81,2.791671241,2.120350006,536637.2231,59384.05689,0.1722585,1.061088513,1.160117377,0.181818182,1,1,17.327296779609572,-3,0.2,0.8
82,5.830991718,2.406117658,403221.2261,110790.491,0.24928804,1.123846407,1.161122007,0.363636364,1,2,9.511281164864457,10,0.2,0.8
83,3.818628264,2.39877161,505034.8423,264953.477,0.141884301,1.089427404,1.09828003,0.454545455,1,1,11.77383854862877,21,0.2,0.8
84,7.029305086,2.110795434,434799.3873,175023.5746,0.338607507,1.100652002,1.191543638,0.545454545,1,2,10.135229163739298,17,0.2,0.8
85,1.137252352,0.678089738,902806.6993,49370.23428,0.189973564,1.084496428,1.189229404,0.818181818,1,1,6.20462562604916,4,0.2,0.8
86,3.353913063,1.329648294,324341.6296,296092.7777,0.107056712,1.056372426,1.118500387,0.0,1,2,5.424787706088544,-13,0.2,0.8
87,5.309862795,1.045759041,642048.6795,210409.9212,0.300302828,1.062796445,1.096110331,0.727272727,1,2,4.862471506655325,-12,0.2,0.8
88,8.378892296,1.640223454,560294.8584,33187.6554,0.121585908,1.069343034,1.186988456,0.454545455,1,1,20.82515085312463,-4,0.2,0.8
89,4.709730584,0.878134245,876714.4248,191206.147,0.271084167,1.106612649,1.198293578,1.0,1,2,5.674824673242876,-11,0.2,0.8
90,6.665527443,1.201969799,956869.6186,248968.6561,0.194056122,1.078530061,1.160546628,0.0,1,1,15.66720161029122,-23,0.2,0.8
91,0.16806331,2.463816053,481126.9082,118857.6454,0.284836062,1.13310667,1.176861092,0.090909091,1,2,8.534787270286843,15,0.2,0.8
92,8.84309764,0.571627555,365981.9784,65379.07912,0.156417133,1.067554541,1.148776936,0.454545455,1,1,6.985088514033549,-34,0.2,0.8
93,1.887300035,1.399307059,698871.5233,155305.3687,0.323137217,1.055133188,1.111794511,0.818181818,1,1,11.29007093576089,9,0.2,0.8
94,7.519048229,2.347626932,336140.6267,222293.7959,0.199222127,1.093115741,1.110537687,0.181818182,1,2,8.007287261885969,2,0.2,0.8
95,7.368172652,0.760874907,734097.0717,159505.4436,0.124857287,1.105312394,1.199387704,0.545454545,1,2,5.84829859191514,5,0.2,0.8
96,0.715078276,2.028003936,603687.4592,267399.5641,0.276223279,1.121686617,1.13077279,0.363636364,1,1,11.399786458892784,16,0.2,0.8
97,9.546071801,1.281667683,543051.4971,187001.6988,0.162803434,1.058956185,1.083057899,0.454545455,1,2,5.934228702309339,-30,0.2,0.8
98,1.497135903,0.957694109,423345.522,236297.8486,0.235774352,1.083003761,1.100045269,0.909090909,1,1,5.821375716066363,-28,0.2,0.8
99,8.48337532,0.830138294,1.057820401e6,283450.8096,0.327834812,1.130873644,1.194863512,0.818181818,1,1,6.699634524769576,-5,0.2,0.8
